instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
492,2012-05-06,2,1,s2_2_8,s1_below_0,0,s1_below_0,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2135,4224,s3_5764_up
493,2012-05-07,2,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1008,5265,s3_5764_up
494,2012-05-08,2,1,s2_2_8,s1_below_0,2,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,738,4990,s2_3442_5764
495,2012-05-09,2,1,s2_2_8,s1_below_0,3,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,620,4097,s2_3442_5764
496,2012-05-10,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,1026,5546,s3_5764_up
497,2012-05-11,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1319,5711,s3_5764_up
498,2012-05-12,2,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2622,4807,s3_5764_up
499,2012-05-13,2,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2172,3946,s3_5764_up
500,2012-05-14,2,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s3_0_up,s1_below_0,342,2501,s1_below_3442
501,2012-05-15,2,1,s2_2_8,s1_below_0,2,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s3_0_up,s1_below_0,625,4490,s2_3442_5764
502,2012-05-16,2,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,991,6433,s3_5764_up
503,2012-05-17,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1242,6142,s3_5764_up
504,2012-05-18,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1521,6118,s3_5764_up
505,2012-05-19,2,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,3410,4884,s3_5764_up
506,2012-05-20,2,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2704,4425,s3_5764_up
507,2012-05-21,2,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s3_0_up,s1_below_0,630,3729,s2_3442_5764
508,2012-05-22,2,1,s2_2_8,s1_below_0,2,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,819,5254,s3_5764_up
509,2012-05-23,2,1,s2_2_8,s1_below_0,3,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,766,4494,s2_3442_5764
510,2012-05-24,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1059,5711,s3_5764_up
511,2012-05-25,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1417,5317,s3_5764_up
512,2012-05-26,2,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2855,3681,s3_5764_up
513,2012-05-27,2,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,3283,3308,s3_5764_up
514,2012-05-28,2,1,s2_2_8,s2_0_up,1,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2557,3486,s3_5764_up
515,2012-05-29,2,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,880,4863,s2_3442_5764
516,2012-05-30,2,1,s2_2_8,s1_below_0,3,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,745,6110,s3_5764_up
517,2012-05-31,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1100,6238,s3_5764_up
518,2012-06-01,2,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,533,3594,s2_3442_5764
519,2012-06-02,2,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2795,5325,s3_5764_up
520,2012-06-03,2,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2494,5147,s3_5764_up
521,2012-06-04,2,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1071,5927,s3_5764_up
522,2012-06-05,2,1,s2_2_8,s1_below_0,2,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,968,6033,s3_5764_up
523,2012-06-06,2,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1027,6028,s3_5764_up
524,2012-06-07,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1038,6456,s3_5764_up
525,2012-06-08,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1488,6248,s3_5764_up
526,2012-06-09,2,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2708,4790,s3_5764_up
527,2012-06-10,2,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2224,4374,s3_5764_up
528,2012-06-11,2,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1017,5647,s3_5764_up
529,2012-06-12,2,1,s2_2_8,s1_below_0,2,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s3_0_up,s1_below_0,477,4495,s2_3442_5764
530,2012-06-13,2,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s2_0_0,1173,6248,s3_5764_up
531,2012-06-14,2,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1180,6183,s3_5764_up
532,2012-06-15,2,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1563,6102,s3_5764_up
533,2012-06-16,2,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2963,4739,s3_5764_up
534,2012-06-17,2,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2634,4344,s3_5764_up
535,2012-06-18,2,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,653,4446,s2_3442_5764
536,2012-06-19,2,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,968,5857,s3_5764_up
537,2012-06-20,2,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,872,5339,s3_5764_up
538,2012-06-21,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,778,5127,s3_5764_up
539,2012-06-22,3,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,964,4859,s3_5764_up
540,2012-06-23,3,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2657,4801,s3_5764_up
541,2012-06-24,3,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2551,4340,s3_5764_up
542,2012-06-25,3,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1139,5640,s3_5764_up
543,2012-06-26,3,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s2_0_0,1077,6365,s3_5764_up
544,2012-06-27,3,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1077,6258,s3_5764_up
545,2012-06-28,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,921,5958,s3_5764_up
546,2012-06-29,3,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,829,4634,s2_3442_5764
547,2012-06-30,3,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1455,4232,s2_3442_5764
548,2012-07-01,3,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1421,4110,s2_3442_5764
549,2012-07-02,3,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,904,5323,s3_5764_up
550,2012-07-03,3,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1052,5608,s3_5764_up
551,2012-07-04,3,1,s2_2_8,s2_0_up,3,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2562,4841,s3_5764_up
552,2012-07-05,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1405,4836,s3_5764_up
553,2012-07-06,3,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1366,4841,s3_5764_up
554,2012-07-07,3,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1448,3392,s2_3442_5764
555,2012-07-08,3,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1203,3469,s2_3442_5764
556,2012-07-09,3,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,998,5571,s3_5764_up
557,2012-07-10,3,1,s2_2_8,s1_below_0,2,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,954,5336,s3_5764_up
558,2012-07-11,3,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,975,6289,s3_5764_up
559,2012-07-12,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1032,6414,s3_5764_up
560,2012-07-13,3,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1511,5988,s3_5764_up
561,2012-07-14,3,1,s2_2_8,s1_below_0,6,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2355,4614,s3_5764_up
562,2012-07-15,3,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1920,4111,s3_5764_up
563,2012-07-16,3,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1088,5742,s3_5764_up
564,2012-07-17,3,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,921,5865,s3_5764_up
565,2012-07-18,3,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,799,4914,s2_3442_5764
566,2012-07-19,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,888,5703,s3_5764_up
567,2012-07-20,3,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s3_0_up,s1_below_0,747,5123,s3_5764_up
568,2012-07-21,3,1,s2_2_8,s1_below_0,6,s1_below_0,s3_2_up,s3_0_up,s2_0_0,s3_0_up,s1_below_0,1264,3195,s2_3442_5764
569,2012-07-22,3,1,s2_2_8,s1_below_0,0,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2544,4866,s3_5764_up
570,2012-07-23,3,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1135,5831,s3_5764_up
571,2012-07-24,3,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1140,6452,s3_5764_up
572,2012-07-25,3,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1383,6790,s3_5764_up
573,2012-07-26,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1036,5825,s3_5764_up
574,2012-07-27,3,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1259,5645,s3_5764_up
575,2012-07-28,3,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2234,4451,s3_5764_up
576,2012-07-29,3,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2153,4444,s3_5764_up
577,2012-07-30,3,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1040,6065,s3_5764_up
578,2012-07-31,3,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,968,6248,s3_5764_up
579,2012-08-01,3,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1074,6506,s3_5764_up
580,2012-08-02,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,983,6278,s3_5764_up
581,2012-08-03,3,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1328,5847,s3_5764_up
582,2012-08-04,3,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2345,4479,s3_5764_up
583,2012-08-05,3,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1707,3757,s2_3442_5764
584,2012-08-06,3,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1233,5780,s3_5764_up
585,2012-08-07,3,1,s2_2_8,s1_below_0,2,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1278,5995,s3_5764_up
586,2012-08-08,3,1,s2_2_8,s1_below_0,3,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1263,6271,s3_5764_up
587,2012-08-09,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1196,6090,s3_5764_up
588,2012-08-10,3,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1065,4721,s3_5764_up
589,2012-08-11,3,1,s2_2_8,s1_below_0,6,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2247,4052,s3_5764_up
590,2012-08-12,3,1,s2_2_8,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2182,4362,s3_5764_up
591,2012-08-13,3,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1207,5676,s3_5764_up
592,2012-08-14,3,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1128,5656,s3_5764_up
593,2012-08-15,3,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1198,6149,s3_5764_up
594,2012-08-16,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1338,6267,s3_5764_up
595,2012-08-17,3,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s1_below_0,s2_0_0,s1_below_0,1483,5665,s3_5764_up
596,2012-08-18,3,1,s2_2_8,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2827,5038,s3_5764_up
597,2012-08-19,3,1,s2_2_8,s1_below_0,0,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1208,3341,s2_3442_5764
598,2012-08-20,3,1,s2_2_8,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1026,5504,s3_5764_up
599,2012-08-21,3,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1081,5925,s3_5764_up
600,2012-08-22,3,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1094,6281,s3_5764_up
601,2012-08-23,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1363,6402,s3_5764_up
602,2012-08-24,3,1,s2_2_8,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1325,6257,s3_5764_up
603,2012-08-25,3,1,s2_2_8,s1_below_0,6,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1829,4224,s3_5764_up
604,2012-08-26,3,1,s2_2_8,s1_below_0,0,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s3_0_up,s1_below_0,1483,3772,s2_3442_5764
605,2012-08-27,3,1,s2_2_8,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,989,5928,s3_5764_up
606,2012-08-28,3,1,s2_2_8,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,935,6105,s3_5764_up
607,2012-08-29,3,1,s2_2_8,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1177,6520,s3_5764_up
608,2012-08-30,3,1,s2_2_8,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1172,6541,s3_5764_up
609,2012-08-31,3,1,s2_2_8,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1433,5917,s3_5764_up
610,2012-09-01,3,1,s3_8_up,s1_below_0,6,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2352,3788,s3_5764_up
611,2012-09-02,3,1,s3_8_up,s1_below_0,0,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s3_0_up,s1_below_0,2613,3197,s3_5764_up
612,2012-09-03,3,1,s3_8_up,s2_0_up,1,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s3_0_up,s1_below_0,1965,4069,s3_5764_up
613,2012-09-04,3,1,s3_8_up,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,867,5997,s3_5764_up
614,2012-09-05,3,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,832,6280,s3_5764_up
615,2012-09-06,3,1,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s3_0_up,s1_below_0,611,5592,s3_5764_up
616,2012-09-07,3,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1045,6459,s3_5764_up
617,2012-09-08,3,1,s3_8_up,s1_below_0,6,s1_below_0,s2_1_2,s3_0_up,s3_0_up,s3_0_up,s1_below_0,1557,4419,s3_5764_up
618,2012-09-09,3,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2570,5657,s3_5764_up
619,2012-09-10,3,1,s3_8_up,s1_below_0,1,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1118,6407,s3_5764_up
620,2012-09-11,3,1,s3_8_up,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1070,6697,s3_5764_up
621,2012-09-12,3,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1050,6820,s3_5764_up
622,2012-09-13,3,1,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1054,6750,s3_5764_up
623,2012-09-14,3,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1379,6630,s3_5764_up
624,2012-09-15,3,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,3160,5554,s3_5764_up
625,2012-09-16,3,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2166,5167,s3_5764_up
626,2012-09-17,3,1,s3_8_up,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1022,5847,s3_5764_up
627,2012-09-18,3,1,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s3_0_up,s2_0_0,371,3702,s2_3442_5764
628,2012-09-19,3,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,788,6803,s3_5764_up
629,2012-09-20,3,1,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,939,6781,s3_5764_up
630,2012-09-21,3,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1250,6917,s3_5764_up
631,2012-09-22,3,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,2512,5883,s3_5764_up
632,2012-09-23,4,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2454,5453,s3_5764_up
633,2012-09-24,4,1,s3_8_up,s1_below_0,1,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,1001,6435,s3_5764_up
634,2012-09-25,4,1,s3_8_up,s1_below_0,2,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,845,6693,s3_5764_up
635,2012-09-26,4,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s3_0_up,s3_0_up,s2_0_0,s1_below_0,787,6946,s3_5764_up
636,2012-09-27,4,1,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,751,6642,s3_5764_up
637,2012-09-28,4,1,s3_8_up,s1_below_0,5,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,1045,6370,s3_5764_up
638,2012-09-29,4,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2589,5966,s3_5764_up
639,2012-09-30,4,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2015,4874,s3_5764_up
640,2012-10-01,4,1,s3_8_up,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,763,6015,s3_5764_up
641,2012-10-02,4,1,s3_8_up,s1_below_0,2,s2_0_up,s3_2_up,s3_0_up,s2_0_0,s3_0_up,s1_below_0,315,4324,s2_3442_5764
642,2012-10-03,4,1,s3_8_up,s1_below_0,3,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s3_0_up,s1_below_0,728,6844,s3_5764_up
643,2012-10-04,4,1,s3_8_up,s1_below_0,4,s2_0_up,s2_1_2,s3_0_up,s3_0_up,s2_0_0,s1_below_0,891,6437,s3_5764_up
644,2012-10-05,4,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,1516,6640,s3_5764_up
645,2012-10-06,4,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,3031,4934,s3_5764_up
646,2012-10-07,4,1,s3_8_up,s1_below_0,0,s1_below_0,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,781,2729,s2_3442_5764
647,2012-10-08,4,1,s3_8_up,s2_0_up,1,s1_below_0,s2_1_2,s2_0_0,s1_below_0,s2_0_0,s1_below_0,874,4604,s2_3442_5764
648,2012-10-09,4,1,s3_8_up,s1_below_0,2,s2_0_up,s2_1_2,s2_0_0,s2_0_0,s2_0_0,s1_below_0,601,5791,s3_5764_up
649,2012-10-10,4,1,s3_8_up,s1_below_0,3,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,780,6911,s3_5764_up
650,2012-10-11,4,1,s3_8_up,s1_below_0,4,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,834,6736,s3_5764_up
651,2012-10-12,4,1,s3_8_up,s1_below_0,5,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,1060,6222,s3_5764_up
652,2012-10-13,4,1,s3_8_up,s1_below_0,6,s1_below_0,s1_below_1,s2_0_0,s1_below_0,s2_0_0,s1_below_0,2252,4857,s3_5764_up
653,2012-10-14,4,1,s3_8_up,s1_below_0,0,s1_below_0,s1_below_1,s3_0_up,s2_0_0,s2_0_0,s1_below_0,2080,4559,s3_5764_up
654,2012-10-15,4,1,s3_8_up,s1_below_0,1,s2_0_up,s2_1_2,s3_0_up,s2_0_0,s2_0_0,s1_below_0,760,5115,s3_5764_up
655,2012-10-16,4,1,s3_8_up,s1_below_0,2,s2_0_up,s1_below_1,s2_0_0,s2_0_0,s2_0_0,s1_below_0,922,6612,s3_5764_up
